Tile Size, Batch Size, abalone, airline, airline-ohe, bosch, epsilon, higgs, year_prediction_msd
1, 200, 20712806, 1973211, 32669962, 2281031, 2412929, 2172120, 1712669
4, 200, 15182846, 923225, 24950317, 1841220, 1858272, 1770551, 1172903
8, 200, 8296465, 721348, 20854107, 1497151, 1396382, 1229925, 831089
