Tile Size, Batch Size, abalone, airline, airline-ohe, bosch, epsilon, higgs, year_prediction_msd
1, 200, 12703905, 1474859, 23377895, 2438036, 3249503, 1537022, 1449902
4, 200, 11233490, 955921, 20445728, 2000250, 2518693, 1590309, 1120596
8, 200, 4987559, 726318, 16174748, 1565467, 2077352, 1012071, 818619
