Tile Size, Batch Size, abalone, airline, airline-ohe, bosch, epsilon, higgs, year_prediction_msd
1, 200, 13641431, 1319170, 23300989, 2053355, 1615311, 1427839, 1144729
4, 200, 14444618, 751001, 18361679, 1548307, 1832888, 1714871, 1064012
8, 200, 8173336, 674574, 20600853, 1230588, 1441346, 1277575, 826106
