treebeard, 64,  4.158307227396196e-06,  7.287797427946521e-07,  7.661359925423899e-06,  4.813125537287804e-06,  1.4608149086275408e-06,  0.00010852215270842276,  7.364838834731809e-07,  6.442493008029076e-07
xgboost, 64,  1.0403312983051423e-05,  2.349365142083937e-06,  2.1587690759089686e-05,  9.22774475428366e-06,  9.776225253458946e-06,  0.000376361433056093,  2.3925003986204825e-06,  2.604065643202874e-06
treelite, 64,  2.243974756809973e-05,  3.613515967322934e-06,  2.3698633716952418e-05,  1.8091287103391462e-05,  8.85833655634234e-06,  0.001559817553047211,  4.461849889447612e-06,  3.159928225701855e-06
xgboost speedup, 64,  2.5018144197021384,  3.2236970982135493,  2.8177361420459897,  1.917204253825362,  6.692309337562736,  3.4680608858478936,  3.2485441328840774,  4.042015474378488
treelite speedup, 64,  5.396365958787227,  4.958310110907011,  3.0932672459767234,  3.7587399213330928,  6.063969161339468,  14.373264021384902,  6.058313005311121,  4.9048221267197905
treebeard, 128,  3.989579776922862e-06,  6.634443998336792e-07,  7.96301414569219e-06,  4.569381475448609e-06,  1.4159890512625377e-06,  0.000105158148954312,  6.661353011926015e-07,  6.146753827730814e-07
xgboost, 128,  1.0054593284924825e-05,  1.9758368531862896e-06,  2.0462886740763982e-05,  8.745074272155761e-06,  9.495817124843598e-06,  0.0003763535271088282,  1.988862951596578e-06,  2.169116089741389e-06
treelite, 128,  2.2039972245693208e-05,  3.3010045687357585e-06,  2.321157231926918e-05,  1.766396686434746e-05,  8.505479743083318e-06,  0.0015584721490740775,  4.15169820189476e-06,  2.867549657821655e-06
xgboost speedup, 128,  2.520213618257277,  2.9781498701045903,  2.569741352504559,  1.91384201978829,  6.70613739306589,  3.57892879297773,  2.985674153637945,  3.5288806913911457
treelite speedup, 128,  5.524384390852437,  4.975555705290898,  2.9149229041400258,  3.865723831388637,  6.00674117889512,  14.820269894168506,  6.232514917707939,  4.665144787293789
treebeard, 256,  3.889148522700582e-06,  6.281504673617226e-07,  8.772545095000948e-06,  4.721233355147498e-06,  1.871792067374502e-06,  0.00010453422154699054,  6.351979183299201e-07,  6.245116570166179e-07
xgboost, 256,  9.757264384201594e-06,  1.7741229385137558e-06,  1.9964565123830524e-05,  8.46758351794311e-06,  8.938502786414965e-06,  0.00037419072219303676,  1.794264784881047e-06,  1.9571823733193534e-06
treelite, 256,  2.1784744624580657e-05,  3.1328307730810983e-06,  2.289285883307457e-05,  1.749625296464988e-05,  8.372110979897636e-06,  0.0015574813833726304,  3.968301628317152e-06,  2.6946474931069784e-06
xgboost speedup, 256,  2.5088433437934783,  2.8243598161523313,  2.275800797559578,  1.7935109072105104,  4.775371657041315,  3.5796002175692236,  2.8247334147419396,  3.1339404978749243
treelite speedup, 256,  5.6014175075663015,  4.987389066570648,  2.609602867259139,  3.7058648976911828,  4.472778320746335,  14.899248880640554,  6.247346714785716,  4.314807358408164
treebeard, 512,  3.861157844463984e-06,  6.102568780382474e-07,  1.2251621422668298e-05,  4.678138842185339e-06,  2.048464181522528e-06,  0.00010871386776367823,  6.377371028065681e-07,  5.977259327967961e-07
xgboost, 512,  9.588917406896751e-06,  1.6667647287249565e-06,  2.0151062247653803e-05,  8.363411761820317e-06,  8.803047239780427e-06,  0.0003704366739839315,  1.6978320976098378e-06,  1.8598310028513272e-06
treelite, 512,  2.1826873222986857e-05,  3.021800269683202e-06,  2.277041630198558e-05,  1.7382106743752957e-05,  8.384833733240764e-06,  0.001554457312449813,  3.864754301806291e-06,  2.5618402287364007e-06
xgboost speedup, 512,  2.4834305649133364,  2.731251033307474,  1.6447669702207526,  1.7877647594387014,  4.297388901980962,  3.4074463691162684,  2.6622758659296744,  3.111511314473281
treelite speedup, 512,  5.6529347160157135,  4.951685721916292,  1.8585634926537242,  3.7156030058383442,  4.093229361232329,  14.298611064311372,  6.0601057783813905,  4.285978051428008
treebeard, 1024,  3.87697946280241e-06,  6.051710806787014e-07,  1.4311266131699085e-05,  4.642677959054709e-06,  2.0983419381082057e-06,  0.00010788167826831341,  6.323610432446002e-07,  6.114691495895385e-07
xgboost, 1024,  9.533220436424018e-06,  1.6137678176164627e-06,  1.9736813846975565e-05,  8.362815715372562e-06,  8.709714747965336e-06,  0.00037196359364315867,  1.6633537597954274e-06,  1.7975014634430409e-06
treelite, 1024,  2.154392655938864e-05,  2.9507046565413476e-06,  2.2609089501202107e-05,  1.7310245893895627e-05,  8.458723314106465e-06,  0.001560403099283576,  3.832206130027771e-06,  2.4561071768403052e-06
xgboost speedup, 1024,  2.458929826141789,  2.666630758043852,  1.3791102523947223,  1.8012913644079906,  4.150760459859903,  3.44788475312782,  2.630386197196582,  2.939643749238455
treelite speedup, 1024,  5.556884364771943,  4.875819005151605,  1.579810569738729,  3.7285045498654723,  4.0311462876887285,  14.464023218128704,  6.060155303630012,  4.0167311441452425
treebeard, 2000,  3.900238275527954e-06,  6.013357639312744e-07,  1.4455896615982055e-05,  4.6962285041809085e-06,  2.8142881393432615e-06,  0.00010804524660110473,  6.264007091522216e-07,  6.747150421142578e-07
xgboost, 2000,  9.52502965927124e-06,  1.58439040184021e-06,  1.975060224533081e-05,  8.308207988739013e-06,  8.718858957290649e-06,  0.00036874765396118165,  1.6284942626953125e-06,  1.7694520950317383e-06
treelite, 2000,  2.1523936986923218e-05,  2.9535746574401855e-06,  2.2733049392700197e-05,  1.718799591064453e-05,  8.323094844818116e-06,  0.0015550943088531494,  3.8089227676391602e-06,  2.510952949523926e-06
xgboost speedup, 2000,  2.442166089963283,  2.634784918632059,  1.3662661521454897,  1.769123453286498,  3.098069041120029,  3.4129002946568434,  2.599764398254492,  2.6225176327580604
treelite speedup, 2000,  5.518621034508369,  4.9116896659047615,  1.5725796881783964,  3.6599573243385803,  2.957442320302136,  14.39299143436125,  6.080648875372767,  3.7215013639768766
