model,representation,batch_size,rowsPerTB,rowsPerT,numTreeThreads,cache_rows,cache_trees,unroll,total,kernel
abalone,gpu_array,4096,32,1,2,false,false,false,0.154465,0.142207
abalone,gpu_array,4096,32,1,2,true,false,false,0.140904,0.128782
abalone,gpu_array,4096,32,1,2,false,true,false,0.200453,0.191211
abalone,gpu_array,4096,32,1,2,true,true,false,0.204154,0.19271
airline,gpu_array,4096,32,1,2,false,false,false,0.0395011,0.02177
airline,gpu_array,4096,32,1,2,true,false,false,0.0421769,0.0232812
airline,gpu_array,4096,32,1,2,false,true,false,0.0760286,0.0607764
airline,gpu_array,4096,32,1,2,true,true,false,0.0777295,0.0617228
airline-ohe,gpu_array,4096,32,1,2,false,false,false,0.606985,0.31326
airline-ohe,gpu_array,4096,32,1,2,false,true,false,1.04014,0.753835
covtype,gpu_array,4096,32,1,2,false,false,false,0.175704,0.136195
covtype,gpu_array,4096,32,1,2,true,false,false,0.164721,0.12901
covtype,gpu_array,4096,32,1,2,false,true,false,0.533889,0.495336
covtype,gpu_array,4096,32,1,2,true,true,false,0.430068,0.391489
epsilon,gpu_array,4096,32,1,2,false,false,false,0.847532,0.066141
epsilon,gpu_array,4096,32,1,2,false,true,false,0.928435,0.151141
higgs,gpu_array,4096,32,1,2,false,false,false,0.0461646,0.0226172
higgs,gpu_array,4096,32,1,2,true,false,false,0.0501082,0.0235978
higgs,gpu_array,4096,32,1,2,false,true,false,0.0956055,0.0705949
higgs,gpu_array,4096,32,1,2,true,true,false,0.0884025,0.0626115
letters,gpu_array,4096,32,1,2,false,false,false,5.6176,5.59384
letters,gpu_array,4096,32,1,2,true,false,false,5.76585,5.73802
letters,gpu_array,4096,32,1,2,false,true,false,8.82676,8.80801
letters,gpu_array,4096,32,1,2,true,true,false,8.73017,8.71418
year_prediction_msd,gpu_array,4096,32,1,2,false,false,false,0.0740649,0.0254679
year_prediction_msd,gpu_array,4096,32,1,2,true,false,false,0.0738664,0.0249609
year_prediction_msd,gpu_array,4096,32,1,2,false,true,false,0.116011,0.0684342
year_prediction_msd,gpu_array,4096,32,1,2,true,true,false,0.141342,0.0933122
abalone,gpu_array,4096,32,1,2,false,false,true,0.129714,0.117669
abalone,gpu_array,4096,32,1,2,true,false,true,0.123789,0.113413
abalone,gpu_array,4096,32,1,2,false,true,true,0.190352,0.178978
abalone,gpu_array,4096,32,1,2,true,true,true,0.190055,0.178062
airline,gpu_array,4096,32,1,2,false,false,true,0.0352954,0.0200846
airline,gpu_array,4096,32,1,2,true,false,true,0.0374699,0.0210596
airline,gpu_array,4096,32,1,2,false,true,true,0.0748828,0.0594108
airline,gpu_array,4096,32,1,2,true,true,true,0.076626,0.0605916
airline-ohe,gpu_array,4096,32,1,2,false,false,true,0.603369,0.309277
airline-ohe,gpu_array,4096,32,1,2,false,true,true,1.03163,0.741126
covtype,gpu_array,4096,32,1,2,false,false,true,0.162059,0.125975
covtype,gpu_array,4096,32,1,2,true,false,true,0.155007,0.112812
covtype,gpu_array,4096,32,1,2,false,true,true,0.162486,0.124766
covtype,gpu_array,4096,32,1,2,true,true,true,0.148469,0.112594
epsilon,gpu_array,4096,32,1,2,false,false,true,0.844847,0.0659619
epsilon,gpu_array,4096,32,1,2,false,true,true,0.929757,0.151093
higgs,gpu_array,4096,32,1,2,false,false,true,0.0476375,0.0212598
higgs,gpu_array,4096,32,1,2,true,false,true,0.0481421,0.021735
higgs,gpu_array,4096,32,1,2,false,true,true,0.0914941,0.0679069
higgs,gpu_array,4096,32,1,2,true,true,true,0.0882446,0.0618058
letters,gpu_array,4096,32,1,2,false,false,true,5.33592,5.30609
letters,gpu_array,4096,32,1,2,true,false,true,5.1697,5.14318
letters,gpu_array,4096,32,1,2,false,true,true,5.34903,5.31899
letters,gpu_array,4096,32,1,2,true,true,true,5.17149,5.14335
year_prediction_msd,gpu_array,4096,32,1,2,false,false,true,0.0698079,0.0235897
year_prediction_msd,gpu_array,4096,32,1,2,true,false,true,0.0704932,0.0240828
year_prediction_msd,gpu_array,4096,32,1,2,false,true,true,0.0698022,0.0235091
year_prediction_msd,gpu_array,4096,32,1,2,true,true,true,0.0721501,0.0239722
abalone,gpu_sparse,4096,32,1,2,false,false,false,0.148879,0.136864
abalone,gpu_sparse,4096,32,1,2,true,false,false,0.138011,0.128027
abalone,gpu_sparse,4096,32,1,2,false,true,false,0.207048,0.195041
abalone,gpu_sparse,4096,32,1,2,true,true,false,0.204309,0.193951
airline,gpu_sparse,4096,32,1,2,false,false,false,0.0368408,0.0217342
airline,gpu_sparse,4096,32,1,2,true,false,false,0.0415918,0.0228101
airline,gpu_sparse,4096,32,1,2,false,true,false,0.0788403,0.060931
airline,gpu_sparse,4096,32,1,2,true,true,false,0.0812118,0.0623291
airline-ohe,gpu_sparse,4096,32,1,2,false,false,false,0.608437,0.314264
airline-ohe,gpu_sparse,4096,32,1,2,false,true,false,1.04558,0.757667
covtype,gpu_sparse,4096,32,1,2,false,false,false,0.179036,0.135709
covtype,gpu_sparse,4096,32,1,2,true,false,false,0.169272,0.128607
covtype,gpu_sparse,4096,32,1,2,false,true,false,0.538009,0.503364
covtype,gpu_sparse,4096,32,1,2,true,true,false,0.43034,0.395534
epsilon,gpu_sparse,4096,32,1,2,false,false,false,0.848543,0.067207
epsilon,gpu_sparse,4096,32,1,2,false,true,false,0.931684,0.152432
higgs,gpu_sparse,4096,32,1,2,false,false,false,0.0485441,0.0226644
higgs,gpu_sparse,4096,32,1,2,true,false,false,0.0491667,0.0236841
higgs,gpu_sparse,4096,32,1,2,false,true,false,0.0933276,0.0697648
higgs,gpu_sparse,4096,32,1,2,true,true,false,0.0889648,0.0632861
letters,gpu_sparse,4096,32,1,2,false,false,false,5.65947,5.63385
letters,gpu_sparse,4096,32,1,2,true,false,false,5.76199,5.73636
letters,gpu_sparse,4096,32,1,2,false,true,false,8.76864,8.75167
letters,gpu_sparse,4096,32,1,2,true,true,false,8.56128,8.54698
year_prediction_msd,gpu_sparse,4096,32,1,2,false,false,false,0.0725537,0.0240039
year_prediction_msd,gpu_sparse,4096,32,1,2,true,false,false,0.0736214,0.0244434
year_prediction_msd,gpu_sparse,4096,32,1,2,false,true,false,0.116255,0.0677531
year_prediction_msd,gpu_sparse,4096,32,1,2,true,true,false,0.139495,0.0928084
abalone,gpu_sparse,4096,32,1,2,false,false,true,0.12849,0.115972
abalone,gpu_sparse,4096,32,1,2,true,false,true,0.124194,0.112131
abalone,gpu_sparse,4096,32,1,2,false,true,true,0.191022,0.180622
abalone,gpu_sparse,4096,32,1,2,true,true,true,0.19111,0.179843
airline,gpu_sparse,4096,32,1,2,false,false,true,0.0379191,0.019895
airline,gpu_sparse,4096,32,1,2,true,false,true,0.0367139,0.0206445
airline,gpu_sparse,4096,32,1,2,false,true,true,0.0773372,0.059397
airline,gpu_sparse,4096,32,1,2,true,true,true,0.0796322,0.0608545
airline-ohe,gpu_sparse,4096,32,1,2,false,false,true,0.594019,0.303794
airline-ohe,gpu_sparse,4096,32,1,2,false,true,true,1.03029,0.740799
covtype,gpu_sparse,4096,32,1,2,false,false,true,0.168442,0.125035
covtype,gpu_sparse,4096,32,1,2,true,false,true,0.152689,0.110713
covtype,gpu_sparse,4096,32,1,2,false,true,true,0.162455,0.124413
covtype,gpu_sparse,4096,32,1,2,true,true,true,0.146921,0.110888
epsilon,gpu_sparse,4096,32,1,2,false,false,true,0.847991,0.0655688
epsilon,gpu_sparse,4096,32,1,2,false,true,true,0.932012,0.15086
higgs,gpu_sparse,4096,32,1,2,false,false,true,0.0455941,0.0207878
higgs,gpu_sparse,4096,32,1,2,true,false,true,0.0477629,0.0214079
higgs,gpu_sparse,4096,32,1,2,false,true,true,0.0938851,0.0677653
higgs,gpu_sparse,4096,32,1,2,true,true,true,0.087111,0.0619572
letters,gpu_sparse,4096,32,1,2,false,false,true,5.31182,5.28198
letters,gpu_sparse,4096,32,1,2,true,false,true,5.15051,5.1238
letters,gpu_sparse,4096,32,1,2,false,true,true,5.28676,5.25756
letters,gpu_sparse,4096,32,1,2,true,true,true,5.13169,5.1058
year_prediction_msd,gpu_sparse,4096,32,1,2,false,false,true,0.0724569,0.0252157
year_prediction_msd,gpu_sparse,4096,32,1,2,true,false,true,0.0705615,0.0241357
year_prediction_msd,gpu_sparse,4096,32,1,2,false,true,true,0.0724447,0.0235531
year_prediction_msd,gpu_sparse,4096,32,1,2,true,true,true,0.0729484,0.0239518
abalone,gpu_reorg,4096,32,1,2,false,false,false,0.136155,0.124101
abalone,gpu_reorg,4096,32,1,2,true,false,false,0.125388,0.1139
abalone,gpu_reorg,4096,32,1,2,false,true,false,0.410821,0.399141
abalone,gpu_reorg,4096,32,1,2,true,true,false,0.417109,0.407629
airline,gpu_reorg,4096,32,1,2,false,false,false,0.040599,0.0257829
airline,gpu_reorg,4096,32,1,2,true,false,false,0.0470573,0.0298576
airline,gpu_reorg,4096,32,1,2,false,true,false,0.239737,0.224653
airline,gpu_reorg,4096,32,1,2,true,true,false,0.242555,0.223988
airline-ohe,gpu_reorg,4096,32,1,2,false,false,false,0.614782,0.324906
airline-ohe,gpu_reorg,4096,32,1,2,false,true,false,2.63458,2.35037
covtype,gpu_reorg,4096,32,1,2,false,false,false,0.217896,0.180907
covtype,gpu_reorg,4096,32,1,2,true,false,false,0.234552,0.192934
covtype,gpu_reorg,4096,32,1,2,false,true,false,1.85271,1.81884
covtype,gpu_reorg,4096,32,1,2,true,true,false,1.77297,1.73671
epsilon,gpu_reorg,4096,32,1,2,false,false,false,0.845833,0.0664844
epsilon,gpu_reorg,4096,32,1,2,false,true,false,1.10806,0.328346
higgs,gpu_reorg,4096,32,1,2,false,false,false,0.0570467,0.0308789
higgs,gpu_reorg,4096,32,1,2,true,false,false,0.0603101,0.0344246
higgs,gpu_reorg,4096,32,1,2,false,true,false,0.255133,0.2294
higgs,gpu_reorg,4096,32,1,2,true,true,false,0.249606,0.224698
letters,gpu_reorg,4096,32,1,2,false,false,false,4.72817,4.69911
letters,gpu_reorg,4096,32,1,2,true,false,false,6.49925,6.47846
letters,gpu_reorg,4096,32,1,2,false,true,false,11.8035,11.7946
letters,gpu_reorg,4096,32,1,2,true,true,false,12.093,12.0861
year_prediction_msd,gpu_reorg,4096,32,1,2,false,false,false,0.0807153,0.0312956
year_prediction_msd,gpu_reorg,4096,32,1,2,true,false,false,0.08236,0.0332674
year_prediction_msd,gpu_reorg,4096,32,1,2,false,true,false,0.28388,0.235305
year_prediction_msd,gpu_reorg,4096,32,1,2,true,true,false,0.421561,0.37476
abalone,gpu_reorg,4096,32,1,2,false,false,true,0.0874373,0.0759749
abalone,gpu_reorg,4096,32,1,2,true,false,true,0.0825391,0.0723055
abalone,gpu_reorg,4096,32,1,2,false,true,true,0.416133,0.406985
abalone,gpu_reorg,4096,32,1,2,true,true,true,0.405598,0.394224
airline,gpu_reorg,4096,32,1,2,false,false,true,0.033737,0.0183993
airline,gpu_reorg,4096,32,1,2,true,false,true,0.0378906,0.0199162
airline,gpu_reorg,4096,32,1,2,false,true,true,0.196615,0.180783
airline,gpu_reorg,4096,32,1,2,true,true,true,0.193335,0.174297
airline-ohe,gpu_reorg,4096,32,1,2,false,false,true,0.604999,0.314304
airline-ohe,gpu_reorg,4096,32,1,2,false,true,true,2.19387,1.90607
covtype,gpu_reorg,4096,32,1,2,false,false,true,0.189144,0.147705
covtype,gpu_reorg,4096,32,1,2,true,false,true,0.162347,0.120579
covtype,gpu_reorg,4096,32,1,2,false,true,true,0.181796,0.14356
covtype,gpu_reorg,4096,32,1,2,true,true,true,0.161241,0.120788
epsilon,gpu_reorg,4096,32,1,2,false,false,true,0.845236,0.061521
epsilon,gpu_reorg,4096,32,1,2,false,true,true,1.05518,0.272049
higgs,gpu_reorg,4096,32,1,2,false,false,true,0.0476408,0.0230656
higgs,gpu_reorg,4096,32,1,2,true,false,true,0.0504224,0.0233586
higgs,gpu_reorg,4096,32,1,2,false,true,true,0.209465,0.185572
higgs,gpu_reorg,4096,32,1,2,true,true,true,0.199176,0.175365
letters,gpu_reorg,4096,32,1,2,false,false,true,4.1438,4.10832
letters,gpu_reorg,4096,32,1,2,true,false,true,3.41176,3.37569
letters,gpu_reorg,4096,32,1,2,false,true,true,4.10989,4.07787
letters,gpu_reorg,4096,32,1,2,true,true,true,3.40117,3.36906
year_prediction_msd,gpu_reorg,4096,32,1,2,false,false,true,0.0785986,0.0297656
year_prediction_msd,gpu_reorg,4096,32,1,2,true,false,true,0.076237,0.0256608
year_prediction_msd,gpu_reorg,4096,32,1,2,false,true,true,0.077229,0.0292798
year_prediction_msd,gpu_reorg,4096,32,1,2,true,true,true,0.0736499,0.0259155
abalone,gpu_array,4096,32,1,10,false,false,false,0.0805933,0.0639575
abalone,gpu_array,4096,32,1,10,true,false,false,0.0832357,0.0672746
abalone,gpu_array,4096,32,1,10,false,true,false,0.120334,0.104101
abalone,gpu_array,4096,32,1,10,true,true,false,0.122219,0.107721
airline,gpu_array,4096,32,1,10,false,false,false,0.0308065,0.012723
airline,gpu_array,4096,32,1,10,true,false,false,0.0351245,0.0143416
airline,gpu_array,4096,32,1,10,false,true,false,0.0625423,0.0412858
airline,gpu_array,4096,32,1,10,true,true,false,0.0631331,0.0428947
airline-ohe,gpu_array,4096,32,1,10,false,false,false,0.591125,0.302315
airline-ohe,gpu_array,4096,32,1,10,false,true,false,0.821955,0.525796
covtype,gpu_array,4096,32,1,10,false,false,false,0.185588,0.0929997
covtype,gpu_array,4096,32,1,10,true,false,false,0.178258,0.0858276
covtype,gpu_array,4096,32,1,10,false,true,false,0.381138,0.291638
covtype,gpu_array,4096,32,1,10,true,true,false,0.363635,0.273763
epsilon,gpu_array,4096,32,1,10,false,false,false,0.832197,0.0491951
epsilon,gpu_array,4096,32,1,10,false,true,false,0.877079,0.100149
higgs,gpu_array,4096,32,1,10,false,false,false,0.0419767,0.0138794
higgs,gpu_array,4096,32,1,10,true,false,false,0.0419767,0.0154069
higgs,gpu_array,4096,32,1,10,false,true,false,0.068916,0.0430037
higgs,gpu_array,4096,32,1,10,true,true,false,0.0739567,0.0441056
letters,gpu_array,4096,32,1,10,false,false,false,3.83201,3.66735
letters,gpu_array,4096,32,1,10,true,false,false,3.82292,3.66515
letters,gpu_array,4096,32,1,10,false,true,false,5.91925,5.75446
letters,gpu_array,4096,32,1,10,true,true,false,5.93347,5.77055
year_prediction_msd,gpu_array,4096,32,1,10,false,false,false,0.0643717,0.0160327
year_prediction_msd,gpu_array,4096,32,1,10,true,false,false,0.0644132,0.0161092
year_prediction_msd,gpu_array,4096,32,1,10,false,true,false,0.0906258,0.0428955
abalone,gpu_array,4096,32,1,10,false,false,true,0.0706494,0.0544344
abalone,gpu_array,4096,32,1,10,true,false,true,0.0687158,0.053938
abalone,gpu_array,4096,32,1,10,false,true,true,0.114111,0.0998112
abalone,gpu_array,4096,32,1,10,true,true,true,0.123699,0.107017
airline,gpu_array,4096,32,1,10,false,false,true,0.0339632,0.0122062
airline,gpu_array,4096,32,1,10,true,false,true,0.0334106,0.0132227
airline,gpu_array,4096,32,1,10,false,true,true,0.0581877,0.0399577
airline,gpu_array,4096,32,1,10,true,true,true,0.0635685,0.0418831
airline-ohe,gpu_array,4096,32,1,10,false,false,true,0.615938,0.325039
airline-ohe,gpu_array,4096,32,1,10,false,true,true,0.809841,0.522693
covtype,gpu_array,4096,32,1,10,false,false,true,0.182462,0.0915869
covtype,gpu_array,4096,32,1,10,true,false,true,0.172844,0.0822013
covtype,gpu_array,4096,32,1,10,false,true,true,0.182012,0.0908081
covtype,gpu_array,4096,32,1,10,true,true,true,0.172738,0.0820703
epsilon,gpu_array,4096,32,1,10,false,false,true,0.831607,0.0508504
epsilon,gpu_array,4096,32,1,10,false,true,true,0.881496,0.097238
higgs,gpu_array,4096,32,1,10,false,false,true,0.0418351,0.0139193
higgs,gpu_array,4096,32,1,10,true,false,true,0.0426847,0.0146395
higgs,gpu_array,4096,32,1,10,false,true,true,0.0698787,0.0418579
higgs,gpu_array,4096,32,1,10,true,true,true,0.0700212,0.0431942
letters,gpu_array,4096,32,1,10,false,false,true,3.43272,3.27278
letters,gpu_array,4096,32,1,10,true,false,true,3.07161,2.89615
letters,gpu_array,4096,32,1,10,false,true,true,3.41698,3.25702
letters,gpu_array,4096,32,1,10,true,true,true,3.06977,2.89285
year_prediction_msd,gpu_array,4096,32,1,10,false,false,true,0.0705599,0.0201904
year_prediction_msd,gpu_array,4096,32,1,10,true,false,true,0.0692603,0.0197941
year_prediction_msd,gpu_array,4096,32,1,10,false,true,true,0.0722477,0.0200553
year_prediction_msd,gpu_array,4096,32,1,10,true,true,true,0.0751318,0.0197355
abalone,gpu_sparse,4096,32,1,10,false,false,false,0.0808398,0.0661564
abalone,gpu_sparse,4096,32,1,10,true,false,false,0.0799854,0.0655379
abalone,gpu_sparse,4096,32,1,10,false,true,false,0.126007,0.109897
abalone,gpu_sparse,4096,32,1,10,true,true,false,0.118411,0.104125
airline,gpu_sparse,4096,32,1,10,false,false,false,0.0329248,0.0128369
airline,gpu_sparse,4096,32,1,10,true,false,false,0.0345866,0.0149658
airline,gpu_sparse,4096,32,1,10,false,true,false,0.0596777,0.0413257
airline,gpu_sparse,4096,32,1,10,true,true,false,0.0621126,0.0434285
airline-ohe,gpu_sparse,4096,32,1,10,false,false,false,0.58334,0.294683
airline-ohe,gpu_sparse,4096,32,1,10,false,true,false,0.828114,0.54024
covtype,gpu_sparse,4096,32,1,10,false,false,false,0.181658,0.0916829
covtype,gpu_sparse,4096,32,1,10,true,false,false,0.177948,0.0871712
covtype,gpu_sparse,4096,32,1,10,false,true,false,0.381687,0.289943
covtype,gpu_sparse,4096,32,1,10,true,true,false,0.364509,0.274942
epsilon,gpu_sparse,4096,32,1,10,false,false,false,0.827597,0.0504207
epsilon,gpu_sparse,4096,32,1,10,false,true,false,0.876234,0.0979069
higgs,gpu_sparse,4096,32,1,10,false,false,false,0.0425838,0.0148161
higgs,gpu_sparse,4096,32,1,10,true,false,false,0.0430526,0.0162703
higgs,gpu_sparse,4096,32,1,10,false,true,false,0.0686125,0.0430786
higgs,gpu_sparse,4096,32,1,10,true,true,false,0.0700106,0.0448185
letters,gpu_sparse,4096,32,1,10,false,false,false,3.78239,3.62449
letters,gpu_sparse,4096,32,1,10,true,false,false,3.90819,3.74351
letters,gpu_sparse,4096,32,1,10,false,true,false,5.71564,5.55857
letters,gpu_sparse,4096,32,1,10,true,true,false,5.88334,5.72594
year_prediction_msd,gpu_sparse,4096,32,1,10,false,false,false,0.0668921,0.0159928
year_prediction_msd,gpu_sparse,4096,32,1,10,true,false,false,0.067981,0.0163387
year_prediction_msd,gpu_sparse,4096,32,1,10,false,true,false,0.0908936,0.0430485
abalone,gpu_sparse,4096,32,1,10,false,false,true,0.0744141,0.0579639
abalone,gpu_sparse,4096,32,1,10,true,false,true,0.0751278,0.0587655
abalone,gpu_sparse,4096,32,1,10,false,true,true,0.116682,0.100537
abalone,gpu_sparse,4096,32,1,10,true,true,true,0.127537,0.110763
airline,gpu_sparse,4096,32,1,10,false,false,true,0.0334391,0.0133341
airline,gpu_sparse,4096,32,1,10,true,false,true,0.0332731,0.0150171
airline,gpu_sparse,4096,32,1,10,false,true,true,0.0650448,0.0436165
airline,gpu_sparse,4096,32,1,10,true,true,true,0.0654012,0.0452246
airline-ohe,gpu_sparse,4096,32,1,10,false,false,true,0.604987,0.310185
airline-ohe,gpu_sparse,4096,32,1,10,false,true,true,0.831284,0.533631
covtype,gpu_sparse,4096,32,1,10,false,false,true,0.177472,0.0871753
covtype,gpu_sparse,4096,32,1,10,true,false,true,0.175601,0.0831152
covtype,gpu_sparse,4096,32,1,10,false,true,true,0.177211,0.0870459
covtype,gpu_sparse,4096,32,1,10,true,true,true,0.17424,0.0835864
epsilon,gpu_sparse,4096,32,1,10,false,false,true,0.834195,0.049541
epsilon,gpu_sparse,4096,32,1,10,false,true,true,0.876694,0.0974146
higgs,gpu_sparse,4096,32,1,10,false,false,true,0.0396452,0.0135824
higgs,gpu_sparse,4096,32,1,10,true,false,true,0.0414119,0.0158748
higgs,gpu_sparse,4096,32,1,10,false,true,true,0.0685409,0.0424178
higgs,gpu_sparse,4096,32,1,10,true,true,true,0.0697689,0.0440544
letters,gpu_sparse,4096,32,1,10,false,false,true,3.32901,3.16955
letters,gpu_sparse,4096,32,1,10,true,false,true,3.1597,2.99283
letters,gpu_sparse,4096,32,1,10,false,true,true,3.33016,3.16472
letters,gpu_sparse,4096,32,1,10,true,true,true,3.15209,2.98544
year_prediction_msd,gpu_sparse,4096,32,1,10,false,false,true,0.0700456,0.0199186
year_prediction_msd,gpu_sparse,4096,32,1,10,true,false,true,0.0724325,0.0199951
year_prediction_msd,gpu_sparse,4096,32,1,10,false,true,true,0.0715951,0.0194865
year_prediction_msd,gpu_sparse,4096,32,1,10,true,true,true,0.0728337,0.0197461
abalone,gpu_reorg,4096,32,1,10,false,false,false,0.0940845,0.078575
abalone,gpu_reorg,4096,32,1,10,true,false,false,0.0822217,0.0672493
abalone,gpu_reorg,4096,32,1,10,false,true,false,0.202747,0.188256
abalone,gpu_reorg,4096,32,1,10,true,true,false,0.189614,0.17568
airline,gpu_reorg,4096,32,1,10,false,false,false,0.0354541,0.0155884
airline,gpu_reorg,4096,32,1,10,true,false,false,0.0366007,0.0174577
airline,gpu_reorg,4096,32,1,10,false,true,false,0.0944328,0.073925
airline,gpu_reorg,4096,32,1,10,true,true,false,0.10915,0.0885099
airline-ohe,gpu_reorg,4096,32,1,10,false,false,false,0.575754,0.286857
airline-ohe,gpu_reorg,4096,32,1,10,false,true,false,1.16757,0.872191
covtype,gpu_reorg,4096,32,1,10,false,false,false,0.192661,0.100431
covtype,gpu_reorg,4096,32,1,10,true,false,false,0.200203,0.105049
covtype,gpu_reorg,4096,32,1,10,false,true,false,0.670898,0.581374
covtype,gpu_reorg,4096,32,1,10,true,true,false,1.03366,0.944453
epsilon,gpu_reorg,4096,32,1,10,false,false,false,0.847719,0.0615739
epsilon,gpu_reorg,4096,32,1,10,false,true,false,0.907069,0.127771
higgs,gpu_reorg,4096,32,1,10,false,false,false,0.0433797,0.0188696
higgs,gpu_reorg,4096,32,1,10,true,false,false,0.0493311,0.0204199
higgs,gpu_reorg,4096,32,1,10,false,true,false,0.10477,0.0753589
higgs,gpu_reorg,4096,32,1,10,true,true,false,0.154688,0.125315
letters,gpu_reorg,4096,32,1,10,false,false,false,4.55463,4.39157
letters,gpu_reorg,4096,32,1,10,true,false,false,4.63212,4.47061
letters,gpu_reorg,4096,32,1,10,false,true,false,5.3631,5.20988
letters,gpu_reorg,4096,32,1,10,true,true,false,7.27196,7.12422
year_prediction_msd,gpu_reorg,4096,32,1,10,false,false,false,0.0720605,0.0201213
year_prediction_msd,gpu_reorg,4096,32,1,10,true,false,false,0.0702083,0.020966
year_prediction_msd,gpu_reorg,4096,32,1,10,false,true,false,0.13252,0.0812948
year_prediction_msd,gpu_reorg,4096,32,1,10,true,true,false,0.174615,0.126453
abalone,gpu_reorg,4096,32,1,10,false,false,true,0.0719987,0.0564323
abalone,gpu_reorg,4096,32,1,10,true,false,true,0.0732918,0.0583024
abalone,gpu_reorg,4096,32,1,10,false,true,true,0.186917,0.172424
abalone,gpu_reorg,4096,32,1,10,true,true,true,0.186456,0.170011
airline,gpu_reorg,4096,32,1,10,false,false,true,0.034939,0.0133122
airline,gpu_reorg,4096,32,1,10,true,false,true,0.0371297,0.0146037
airline,gpu_reorg,4096,32,1,10,false,true,true,0.0941886,0.0719417
airline,gpu_reorg,4096,32,1,10,true,true,true,0.0928215,0.0722282
airline-ohe,gpu_reorg,4096,32,1,10,false,false,true,0.572909,0.282167
airline-ohe,gpu_reorg,4096,32,1,10,false,true,true,1.1397,0.851746
covtype,gpu_reorg,4096,32,1,10,false,false,true,0.181645,0.0892106
covtype,gpu_reorg,4096,32,1,10,true,false,true,0.182632,0.0918791
covtype,gpu_reorg,4096,32,1,10,false,true,true,0.184819,0.0892155
covtype,gpu_reorg,4096,32,1,10,true,true,true,0.185834,0.0921338
epsilon,gpu_reorg,4096,32,1,10,false,false,true,0.842554,0.0572518
epsilon,gpu_reorg,4096,32,1,10,false,true,true,0.908037,0.124884
higgs,gpu_reorg,4096,32,1,10,false,false,true,0.0416634,0.0154964
higgs,gpu_reorg,4096,32,1,10,true,false,true,0.0432788,0.0174089
higgs,gpu_reorg,4096,32,1,10,false,true,true,0.100028,0.0732422
higgs,gpu_reorg,4096,32,1,10,true,true,true,0.127263,0.100814
letters,gpu_reorg,4096,32,1,10,false,false,true,3.84452,3.67785
letters,gpu_reorg,4096,32,1,10,true,false,true,3.41967,3.25576
letters,gpu_reorg,4096,32,1,10,false,true,true,3.84845,3.68177
letters,gpu_reorg,4096,32,1,10,true,true,true,3.43085,3.26369
year_prediction_msd,gpu_reorg,4096,32,1,10,false,false,true,0.0821167,0.0249015
year_prediction_msd,gpu_reorg,4096,32,1,10,true,false,true,0.0760278,0.0286401
year_prediction_msd,gpu_reorg,4096,32,1,10,false,true,true,0.0752572,0.0278638
year_prediction_msd,gpu_reorg,4096,32,1,10,true,true,true,0.0828426,0.0292537
abalone,gpu_array,4096,32,1,20,false,false,false,0.0718856,0.0516463
abalone,gpu_array,4096,32,1,20,true,false,false,0.0744849,0.0541398
abalone,gpu_array,4096,32,1,20,false,true,false,0.117812,0.0940658
abalone,gpu_array,4096,32,1,20,true,true,false,0.112651,0.0900789
airline,gpu_array,4096,32,1,20,false,false,false,0.0361849,0.0123877
airline,gpu_array,4096,32,1,20,true,false,false,0.0402214,0.0140324
airline-ohe,gpu_array,4096,32,1,20,false,false,false,0.494349,0.205219
covtype,gpu_array,4096,32,1,20,false,false,false,0.216462,0.083623
covtype,gpu_array,4096,32,1,20,true,false,false,0.205063,0.0743791
epsilon,gpu_array,4096,32,1,20,false,false,false,0.834863,0.0485132
higgs,gpu_array,4096,32,1,20,false,false,false,0.0482682,0.0129411
higgs,gpu_array,4096,32,1,20,true,false,false,0.0491935,0.0147404
letters,gpu_array,4096,32,1,20,false,false,false,3.22669,2.93778
letters,gpu_array,4096,32,1,20,true,false,false,3.18858,2.88738
letters,gpu_array,4096,32,1,20,false,true,false,5.36665,5.07925
letters,gpu_array,4096,32,1,20,true,true,false,5.45203,5.16406
year_prediction_msd,gpu_array,4096,32,1,20,false,false,false,0.0866252,0.0160555
year_prediction_msd,gpu_array,4096,32,1,20,true,false,false,0.0885661,0.0190015
abalone,gpu_array,4096,32,1,20,false,false,true,0.0655526,0.043689
abalone,gpu_array,4096,32,1,20,true,false,true,0.064008,0.043855
abalone,gpu_array,4096,32,1,20,false,true,true,0.114412,0.0918229
abalone,gpu_array,4096,32,1,20,true,true,true,0.108694,0.0842985
airline,gpu_array,4096,32,1,20,false,false,true,0.0374618,0.0112354
airline,gpu_array,4096,32,1,20,true,false,true,0.0397314,0.0133879
airline-ohe,gpu_array,4096,32,1,20,false,false,true,0.492844,0.20266
covtype,gpu_array,4096,32,1,20,false,false,true,0.212781,0.0802718
covtype,gpu_array,4096,32,1,20,true,false,true,0.200812,0.0706413
covtype,gpu_array,4096,32,1,20,false,true,true,0.205392,0.0751839
covtype,gpu_array,4096,32,1,20,true,true,true,0.202651,0.0704769
epsilon,gpu_array,4096,32,1,20,false,false,true,0.827498,0.0505379
higgs,gpu_array,4096,32,1,20,false,false,true,0.0463037,0.0128979
higgs,gpu_array,4096,32,1,20,true,false,true,0.0486304,0.0145866
letters,gpu_array,4096,32,1,20,false,false,true,3.12896,2.83501
letters,gpu_array,4096,32,1,20,true,false,true,3.10665,2.81183
letters,gpu_array,4096,32,1,20,false,true,true,3.12891,2.83666
