model,representation,batch_size,rowsPerTB,rowsPerT,numTreeThreads,treeInterleaveDepth,cache_rows,cache_trees,unroll,total,kernel
airline-ohe,gpu_sparse,4096,2,1,20,2,false,false,true,0.515115,0.225759
airline-ohe,gpu_sparse,4096,2,1,20,2,true,false,true,0.510322,0.221564
covtype,gpu_sparse,4096,2,1,20,2,false,false,true,0.170518,0.122459
covtype,gpu_sparse,4096,2,1,20,2,true,false,true,0.180221,0.132148
epsilon,gpu_sparse,4096,2,1,20,2,false,false,true,0.829159,0.0514954
epsilon,gpu_sparse,4096,2,1,20,2,true,false,true,0.84307,0.0657735
higgs,gpu_sparse,4096,2,1,20,2,false,false,true,0.0416862,0.0202429
higgs,gpu_sparse,4096,2,1,20,2,true,false,true,0.0417269,0.0203149
year_prediction_msd,gpu_sparse,4096,2,1,20,2,false,false,true,0.141687,0.0890312
year_prediction_msd,gpu_sparse,4096,2,1,20,2,true,false,true,0.123852,0.0707458
abalone,gpu_reorg,4096,2,1,20,2,false,false,true,0.08328,0.0727539
abalone,gpu_reorg,4096,2,1,20,2,true,false,true,0.0721252,0.0616471
airline,gpu_reorg,4096,2,1,20,2,false,false,true,0.0318567,0.0172628
airline,gpu_reorg,4096,2,1,20,2,true,false,true,0.0316833,0.0165609
airline-ohe,gpu_reorg,4096,2,1,20,2,false,false,true,0.470229,0.180961
airline-ohe,gpu_reorg,4096,2,1,20,2,true,false,true,0.373117,0.0847904
covtype,gpu_reorg,4096,2,1,20,2,false,false,true,0.160971,0.112841
covtype,gpu_reorg,4096,2,1,20,2,true,false,true,0.158709,0.110993
epsilon,gpu_reorg,4096,2,1,20,2,false,false,true,0.835535,0.0564559
epsilon,gpu_reorg,4096,2,1,20,2,true,false,true,0.850511,0.070992
higgs,gpu_reorg,4096,2,1,20,2,false,false,true,0.0398523,0.0185864
higgs,gpu_reorg,4096,2,1,20,2,true,false,true,0.0382023,0.0176095
year_prediction_msd,gpu_reorg,4096,2,1,20,2,false,false,true,0.182959,0.129398
year_prediction_msd,gpu_reorg,4096,2,1,20,2,true,false,true,0.156494,0.10339
abalone,gpu_array,4096,2,1,20,4,false,false,true,0.0887561,0.077627
abalone,gpu_array,4096,2,1,20,4,true,false,true,0.0876392,0.0769698
airline,gpu_array,4096,2,1,20,4,false,false,true,0.036143,0.0210103
airline,gpu_array,4096,2,1,20,4,true,false,true,0.0345846,0.0194902
airline-ohe,gpu_array,4096,2,1,20,4,false,false,true,0.498161,0.208772
airline-ohe,gpu_array,4096,2,1,20,4,true,false,true,0.380918,0.0916191
covtype,gpu_array,4096,2,1,20,4,false,false,true,0.176971,0.128027
covtype,gpu_array,4096,2,1,20,4,true,false,true,0.199196,0.150555
epsilon,gpu_array,4096,2,1,20,4,false,false,true,0.843999,0.0663184
epsilon,gpu_array,4096,2,1,20,4,true,false,true,0.845504,0.0687769
higgs,gpu_array,4096,2,1,20,4,false,false,true,0.0424817,0.0219401
higgs,gpu_array,4096,2,1,20,4,true,false,true,0.0417249,0.0203894
year_prediction_msd,gpu_array,4096,2,1,20,4,false,false,true,0.141403,0.0888066
year_prediction_msd,gpu_array,4096,2,1,20,4,true,false,true,0.120791,0.0676823
abalone,gpu_sparse,4096,2,1,20,4,false,false,true,0.112392,0.101766
abalone,gpu_sparse,4096,2,1,20,4,true,false,true,0.111002,0.100598
